Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
Andre Miller,108,2013-14,112.0,14.5,0.1,2.2,13.9,37.0,TOT,NBA,58.0,2.0,982.0,5.4,11.8,4.8,10.7,0.6,1.1,3.1,3.9,1.4,5.2,6.6,10.0,1.7,0.5,3.1,3.8,14.4,0.45899999999999996,0.452,0.524,0.483,0.779,0.534,2013,SG,1,3&D
Darius Miller,113,2013-14,110.0,12.8,-0.1,0.8,9.0,23.0,NOP,NBA,45.0,7.0,723.0,5.3,12.0,3.5,6.4,1.8,5.5,2.1,2.6,0.6,3.1,3.7,3.1,1.7,0.6,1.6,6.3,14.4,0.44,0.539,0.325,0.515,0.8059999999999999,0.55,2013,SF,5,Perimeter Scorer
Mike Miller,109,2013-14,115.0,14.7,0.9,3.9,12.5,33.0,MEM,NBA,82.0,4.0,1707.0,6.7,13.9,3.3,6.6,3.3,7.3,1.4,1.8,0.9,5.5,6.5,4.1,0.8,0.2,2.4,3.0,18.1,0.48100000000000004,0.505,0.45899999999999996,0.602,0.821,0.619,2013,SF,7,Elite Wing
Quincy Miller,108,2013-14,90.0,17.7,-0.4,0.0,8.6,21.0,DEN,NBA,52.0,16.0,789.0,5.8,15.9,4.0,10.0,1.9,5.8,2.4,3.4,2.2,6.9,9.1,1.6,1.4,2.0,3.0,4.3,15.9,0.3670000000000001,0.395,0.319,0.426,0.7090000000000001,0.45899999999999996,2013,PF,5,Perimeter Scorer
Patty Mills,104,2013-14,115.0,22.6,2.0,5.6,18.7,25.0,SAS,NBA,81.0,2.0,1527.0,10.2,22.0,5.8,11.5,4.5,10.5,2.4,2.7,1.1,4.5,5.6,4.9,2.3,0.3,2.1,3.8,27.3,0.46399999999999997,0.5,0.425,0.565,0.89,0.588,2013,PG,8,All Star
Paul Millsap,102,2013-14,105.0,25.7,3.2,6.7,19.8,28.0,ATL,NBA,74.0,73.0,2482.0,9.9,21.4,8.3,17.1,1.6,4.3,5.8,8.0,3.1,9.7,12.8,4.7,2.6,1.6,3.8,4.3,27.1,0.461,0.48700000000000004,0.358,0.498,0.731,0.545,2013,PF,8,All Star
Nazr Mohammed,97,2013-14,90.0,14.5,-0.2,0.8,10.1,36.0,CHI,NBA,80.0,1.0,562.0,5.1,11.9,5.1,11.9,0.0,0.0,1.5,2.8,6.2,10.3,16.6,1.9,1.3,2.8,3.5,7.3,11.7,0.429,0.429,0.0,0.429,0.5329999999999999,0.445,2013,C,3,Backup Inside Big
Greg Monroe,108,2013-14,109.0,21.4,1.6,5.9,18.1,23.0,DET,NBA,82.0,82.0,2690.0,9.5,19.1,9.5,19.1,0.0,0.0,4.5,6.9,4.8,9.5,14.3,3.2,1.7,0.9,3.1,3.9,23.5,0.4970000000000001,0.4970000000000001,0.0,0.4970000000000001,0.657,0.531,2013,PF,9,
E'Twaun Moore,109,2013-14,102.0,16.4,-0.1,1.7,11.1,24.0,ORL,NBA,79.0,3.0,1506.0,6.6,15.5,4.7,10.0,1.9,5.5,1.8,2.3,1.0,3.6,4.6,3.8,2.0,0.4,1.9,3.6,17.0,0.428,0.46799999999999997,0.354,0.49,0.765,0.513,2013,SG,1,3&D
Marcus Morris,107,2013-14,109.0,19.9,1.0,4.2,14.8,24.0,PHO,NBA,82.0,1.0,1800.0,8.0,18.1,5.3,10.9,2.8,7.2,3.4,4.4,2.3,6.5,8.9,2.5,2.0,0.5,2.6,4.4,22.2,0.442,0.483,0.381,0.518,0.7609999999999999,0.552,2013,SF,7,Elite Wing
Markieff Morris,106,2013-14,111.0,23.2,1.6,6.4,18.4,24.0,PHO,NBA,81.0,0.0,2153.0,9.6,19.7,8.8,17.2,0.8,2.5,6.0,7.6,3.2,8.1,11.3,3.4,1.6,1.2,3.4,5.4,26.0,0.486,0.512,0.315,0.507,0.792,0.564,2013,PF,8,All Star
Anthony Morrow,113,2013-14,112.0,19.4,-0.1,2.4,13.9,28.0,NOP,NBA,76.0,9.0,1426.0,8.7,19.0,5.5,11.9,3.2,7.1,2.6,3.2,1.1,4.1,5.1,2.2,1.4,0.4,1.9,3.7,23.2,0.45799999999999996,0.462,0.451,0.542,0.828,0.57,2013,SG,7,Elite Wing
Donatas Motiejūnas,106,2013-14,101.0,17.8,-0.4,1.4,10.7,23.0,HOU,NBA,62.0,3.0,952.0,6.9,15.5,5.8,11.1,1.1,4.4,3.0,5.0,3.1,8.6,11.8,1.8,1.0,1.1,2.6,6.9,17.9,0.44299999999999995,0.519,0.25,0.478,0.604,0.504,2013,PF,5,Perimeter Scorer
Timofey Mozgov,106,2013-14,111.0,18.8,0.7,4.5,16.7,27.0,DEN,NBA,82.0,30.0,1770.0,7.9,15.1,7.8,14.4,0.1,0.7,5.4,7.2,4.7,9.9,14.6,1.7,0.7,2.8,3.4,5.9,21.3,0.523,0.539,0.16699999999999998,0.527,0.754,0.584,2013,C,9,
Byron Mullens,106,2013-14,99.0,20.9,-0.1,0.5,12.8,24.0,TOT,NBA,45.0,0.0,414.0,8.6,19.5,4.7,9.0,3.9,10.5,1.2,2.4,2.8,8.1,10.9,1.7,1.8,1.3,3.2,7.6,22.4,0.442,0.526,0.371,0.542,0.5,0.544,2013,C,1,3&D
Byron Mullens,106,2013-14,99.0,20.9,-0.1,0.5,12.8,24.0,TOT,NBA,45.0,0.0,414.0,8.6,19.5,4.7,9.0,3.9,10.5,1.2,2.4,2.8,8.1,10.9,1.7,1.8,1.3,3.2,7.6,22.4,0.442,0.526,0.371,0.542,0.5,0.544,2013,C,1,3&D
Byron Mullens,106,2013-14,99.0,20.9,-0.1,0.5,12.8,24.0,TOT,NBA,45.0,0.0,414.0,8.6,19.5,4.7,9.0,3.9,10.5,1.2,2.4,2.8,8.1,10.9,1.7,1.8,1.3,3.2,7.6,22.4,0.442,0.526,0.371,0.542,0.5,0.544,2013,C,1,3&D
Gary Neal,113,2013-14,102.0,23.8,-0.7,1.0,12.5,29.0,TOT,NBA,52.0,3.0,1114.0,9.0,22.0,5.8,13.6,3.2,8.4,4.4,4.9,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,0.41,0.43,0.37799999999999995,0.48200000000000004,0.895,0.53,2013,SG,1,3&D
Gary Neal,113,2013-14,102.0,23.8,-0.7,1.0,12.5,29.0,TOT,NBA,52.0,3.0,1114.0,9.0,22.0,5.8,13.6,3.2,8.4,4.4,4.9,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,0.41,0.43,0.37799999999999995,0.48200000000000004,0.895,0.53,2013,SG,1,3&D
Gary Neal,113,2013-14,102.0,23.8,-0.7,1.0,12.5,29.0,TOT,NBA,52.0,3.0,1114.0,9.0,22.0,5.8,13.6,3.2,8.4,4.4,4.9,0.5,3.7,4.2,3.9,0.8,0.0,3.0,3.0,25.6,0.41,0.43,0.37799999999999995,0.48200000000000004,0.895,0.53,2013,SG,1,3&D
Jameer Nelson,111,2013-14,104.0,20.1,0.5,2.8,13.9,31.0,ORL,NBA,68.0,68.0,2179.0,6.9,17.6,3.7,8.4,3.2,9.2,2.3,2.6,0.7,4.8,5.4,11.2,1.2,0.1,3.9,3.4,19.3,0.39399999999999996,0.444,0.348,0.485,0.857,0.515,2013,PG,7,Elite Wing
Andrew Nicholson,108,2013-14,95.0,19.3,-1.4,0.6,9.9,24.0,ORL,NBA,76.0,5.0,1174.0,7.9,18.3,6.6,14.5,1.2,3.9,2.1,2.5,2.3,8.8,11.1,1.1,0.8,1.0,2.2,6.5,19.0,0.429,0.45899999999999996,0.315,0.462,0.825,0.489,2013,PF,5,Perimeter Scorer
Joakim Noah,96,2013-14,111.0,18.7,6.1,11.2,20.0,28.0,CHI,NBA,80.0,80.0,2820.0,7.2,15.1,7.2,15.1,0.0,0.0,4.7,6.3,5.3,11.7,17.0,8.1,1.9,2.3,3.7,4.6,19.0,0.475,0.47600000000000003,0.0,0.475,0.737,0.531,2013,C,6,Star Inside Big
Steve Novak,108,2013-14,124.0,12.9,0.2,1.4,11.1,30.0,TOR,NBA,54.0,1.0,540.0,5.8,14.1,0.8,2.3,5.0,11.8,0.6,0.6,0.8,4.8,5.6,1.3,1.2,0.4,0.5,4.3,17.2,0.41100000000000003,0.33299999999999996,0.426,0.589,1.0,0.599,2013,PF,1,3&D
Dirk Nowitzki,108,2013-14,120.0,26.9,3.5,10.9,23.6,35.0,DAL,NBA,80.0,80.0,2628.0,12.4,24.9,9.8,18.4,2.6,6.4,6.6,7.3,0.8,8.9,9.7,4.2,1.4,0.9,2.3,3.2,33.9,0.4970000000000001,0.532,0.39799999999999996,0.5489999999999999,0.899,0.603,2013,PF,4,Superstar
Jermaine O'Neal,102,2013-14,111.0,17.8,0.2,2.7,15.3,35.0,GSW,NBA,44.0,13.0,883.0,7.1,14.0,7.1,14.0,0.0,0.0,5.6,7.5,4.8,8.9,13.7,1.4,0.8,2.3,2.9,5.8,19.7,0.504,0.504,0.0,0.504,0.75,0.57,2013,PF,9,
Kyle O'Quinn,101,2013-14,102.0,18.6,0.7,2.5,16.5,23.0,ORL,NBA,69.0,19.0,1188.0,8.0,16.0,8.0,15.9,0.0,0.1,2.5,3.6,4.3,11.4,15.7,3.4,1.7,3.8,3.4,7.1,18.5,0.501,0.505,0.0,0.501,0.687,0.526,2013,C,9,
Victor Oladipo,106,2013-14,94.0,24.4,0.7,1.3,13.6,21.0,ORL,NBA,80.0,44.0,2487.0,8.1,19.3,6.6,14.6,1.5,4.7,5.1,6.6,0.9,5.9,6.8,6.7,2.7,0.8,5.3,4.3,22.8,0.419,0.44799999999999995,0.327,0.45799999999999996,0.78,0.514,2013,PG,1,3&D
Kelly Olynyk,107,2013-14,107.0,21.0,0.9,2.9,15.2,22.0,BOS,NBA,70.0,9.0,1400.0,8.6,18.4,7.1,14.3,1.5,4.2,3.6,4.5,5.1,8.3,13.4,4.0,1.3,1.0,3.9,8.3,22.3,0.466,0.5,0.35100000000000003,0.506,0.8109999999999999,0.546,2013,C,2,Do It All
Travis Outlaw,110,2013-14,106.0,15.5,-0.1,1.4,10.4,29.0,SAC,NBA,63.0,4.0,1065.0,6.2,15.6,4.3,10.0,2.0,5.6,2.0,2.5,1.7,6.3,8.0,2.3,1.0,0.9,1.2,4.5,16.4,0.39899999999999997,0.426,0.35,0.462,0.8079999999999999,0.4920000000000001,2013,SF,1,3&D
Zaza Pachulia,111,2013-14,105.0,17.0,0.4,1.7,14.0,29.0,MIL,NBA,53.0,43.0,1325.0,5.9,13.8,5.9,13.7,0.0,0.0,4.3,5.1,5.6,7.6,13.1,5.4,1.8,0.6,3.6,4.9,16.1,0.4270000000000001,0.428,0.0,0.4270000000000001,0.846,0.502,2013,C,3,Backup Inside Big
Tony Parker,107,2013-14,110.0,26.5,0.8,5.9,18.9,31.0,SAS,NBA,68.0,68.0,1997.0,11.5,23.1,10.9,21.4,0.6,1.7,5.0,6.1,0.4,3.5,3.9,9.8,0.9,0.2,3.8,2.2,28.7,0.499,0.509,0.373,0.513,0.8109999999999999,0.555,2013,PG,8,All Star
Chandler Parsons,108,2013-14,114.0,19.3,3.2,7.6,15.9,25.0,HOU,NBA,74.0,74.0,2783.0,8.3,17.7,6.0,11.4,2.3,6.3,2.9,4.0,1.2,6.1,7.3,5.3,1.6,0.5,2.6,3.0,22.0,0.47200000000000003,0.528,0.37,0.5379999999999999,0.742,0.565,2013,SF,8,All Star
Patrick Patterson,105,2013-14,109.0,17.2,1.3,3.8,14.6,24.0,TOT,NBA,65.0,13.0,1533.0,7.6,16.6,5.8,11.4,1.9,5.1,1.7,2.4,4.0,7.6,11.6,2.6,1.9,1.3,2.2,5.4,18.8,0.46,0.503,0.364,0.516,0.7040000000000001,0.5329999999999999,2013,PF,7,Elite Wing
Patrick Patterson,105,2013-14,109.0,17.2,1.3,3.8,14.6,24.0,TOT,NBA,65.0,13.0,1533.0,7.6,16.6,5.8,11.4,1.9,5.1,1.7,2.4,4.0,7.6,11.6,2.6,1.9,1.3,2.2,5.4,18.8,0.46,0.503,0.364,0.516,0.7040000000000001,0.5329999999999999,2013,PF,7,Elite Wing
Patrick Patterson,105,2013-14,109.0,17.2,1.3,3.8,14.6,24.0,TOT,NBA,65.0,13.0,1533.0,7.6,16.6,5.8,11.4,1.9,5.1,1.7,2.4,4.0,7.6,11.6,2.6,1.9,1.3,2.2,5.4,18.8,0.46,0.503,0.364,0.516,0.7040000000000001,0.5329999999999999,2013,PF,7,Elite Wing
Chris Paul,103,2013-14,125.0,23.7,5.2,12.2,25.9,28.0,LAC,NBA,62.0,62.0,2171.0,9.4,20.0,7.6,15.2,1.8,4.9,6.8,8.0,0.9,5.3,6.2,15.3,3.5,0.1,3.3,3.6,27.3,0.467,0.498,0.368,0.511,0.855,0.58,2013,PG,4,Superstar
Nikola Peković,108,2013-14,117.0,22.9,0.9,5.9,20.7,28.0,MIN,NBA,54.0,54.0,1663.0,11.2,20.8,11.2,20.8,0.0,0.0,5.5,7.4,6.1,7.8,13.9,1.5,0.9,0.7,2.5,3.8,28.0,0.541,0.541,0.0,0.541,0.747,0.5820000000000001,2013,C,6,Star Inside Big
Kendrick Perkins,104,2013-14,88.0,11.5,-0.2,0.8,6.3,29.0,OKC,NBA,62.0,62.0,1207.0,3.6,8.0,3.6,8.0,0.0,0.0,1.5,2.8,3.4,9.3,12.7,2.8,1.1,1.3,3.7,7.4,8.8,0.451,0.45299999999999996,0.0,0.451,0.552,0.474,2013,C,3,Backup Inside Big
Paul Pierce,106,2013-14,109.0,22.4,1.8,5.2,16.8,36.0,BRK,NBA,75.0,68.0,2098.0,8.0,17.8,5.2,10.3,2.8,7.5,6.4,7.8,0.7,8.1,8.7,4.5,2.2,0.8,3.8,4.8,25.3,0.451,0.507,0.373,0.529,0.826,0.595,2013,SF,8,All Star
Mason Plumlee,104,2013-14,121.0,17.1,1.4,4.7,19.0,23.0,BRK,NBA,70.0,22.0,1275.0,8.2,12.4,8.2,12.3,0.0,0.1,5.0,8.0,4.1,8.6,12.7,2.5,2.0,2.3,3.2,7.0,21.4,0.659,0.6659999999999999,0.0,0.659,0.626,0.67,2013,C,9,
Miles Plumlee,104,2013-14,104.0,16.2,0.2,4.0,14.6,25.0,PHO,NBA,80.0,79.0,1964.0,7.3,14.1,7.3,14.1,0.0,0.0,1.9,3.4,5.1,10.9,16.0,1.1,1.3,2.3,2.8,4.7,16.5,0.517,0.517,0.0,0.517,0.561,0.529,2013,C,9,
Phil Pressey,107,2013-14,89.0,14.1,-0.7,0.1,8.8,22.0,BOS,NBA,75.0,11.0,1132.0,3.5,11.5,2.3,6.7,1.3,4.8,1.3,2.0,0.9,3.9,4.8,11.0,3.1,0.2,4.0,4.4,9.7,0.308,0.34,0.264,0.364,0.644,0.39,2013,PG,5,Perimeter Scorer
Pablo Prigioni,110,2013-14,127.0,9.3,0.8,3.4,13.0,36.0,NYK,NBA,66.0,27.0,1283.0,3.6,7.9,1.0,2.1,2.7,5.8,0.5,0.5,1.5,3.9,5.3,9.5,2.8,0.1,2.5,5.5,10.4,0.461,0.451,0.46399999999999997,0.631,0.917,0.642,2013,PG,7,Elite Wing
Tayshaun Prince,108,2013-14,97.0,13.3,-0.3,1.5,8.2,33.0,MEM,NBA,76.0,76.0,1948.0,5.5,13.5,4.9,11.6,0.5,1.9,0.9,1.6,0.9,5.5,6.4,3.3,1.1,0.5,1.1,1.7,12.4,0.40700000000000003,0.426,0.29,0.4270000000000001,0.5670000000000001,0.43799999999999994,2013,SF,5,Perimeter Scorer
Miroslav Raduljica,113,2013-14,117.0,17.3,0.0,1.1,15.3,26.0,MIL,NBA,48.0,2.0,465.0,7.6,14.2,7.6,14.2,0.0,0.0,5.1,6.2,6.1,6.1,12.1,2.6,0.8,1.5,3.1,9.4,20.4,0.54,0.54,0.0,0.54,0.818,0.603,2013,C,3,Backup Inside Big
Anthony Randolph,104,2013-14,96.0,19.8,0.0,0.6,12.2,24.0,DEN,NBA,43.0,5.0,527.0,6.3,16.3,4.6,10.7,1.7,5.7,4.8,6.4,1.9,9.5,11.3,3.0,2.4,1.8,3.6,5.9,19.1,0.386,0.435,0.295,0.43799999999999994,0.754,0.499,2013,PF,1,3&D
Zach Randolph,105,2013-14,105.0,26.1,1.7,6.4,18.3,32.0,MEM,NBA,79.0,79.0,2705.0,11.1,23.7,11.0,23.3,0.0,0.4,4.9,6.7,5.2,10.5,15.7,3.9,1.1,0.5,3.6,4.1,27.1,0.467,0.474,0.1,0.46799999999999997,0.742,0.51,2013,PF,6,Star Inside Big
J.J. Redick,109,2013-14,117.0,21.8,0.7,3.0,16.6,29.0,LAC,NBA,35.0,34.0,987.0,9.2,20.2,5.5,10.8,3.7,9.4,4.9,5.4,0.5,3.3,3.8,4.0,1.4,0.2,2.1,3.3,27.0,0.455,0.507,0.395,0.546,0.915,0.598,2013,SG,7,Elite Wing
Luke Ridnour,112,2013-14,95.0,16.1,-0.9,0.1,9.0,32.0,TOT,NBA,61.0,14.0,1141.0,5.8,15.0,4.1,10.0,1.7,4.9,0.8,1.2,1.1,3.4,4.4,8.0,1.5,0.4,3.0,4.2,14.0,0.385,0.406,0.34299999999999997,0.442,0.654,0.452,2013,PG,5,Perimeter Scorer
Luke Ridnour,112,2013-14,95.0,16.1,-0.9,0.1,9.0,32.0,TOT,NBA,61.0,14.0,1141.0,5.8,15.0,4.1,10.0,1.7,4.9,0.8,1.2,1.1,3.4,4.4,8.0,1.5,0.4,3.0,4.2,14.0,0.385,0.406,0.34299999999999997,0.442,0.654,0.452,2013,PG,5,Perimeter Scorer
Luke Ridnour,112,2013-14,95.0,16.1,-0.9,0.1,9.0,32.0,TOT,NBA,61.0,14.0,1141.0,5.8,15.0,4.1,10.0,1.7,4.9,0.8,1.2,1.1,3.4,4.4,8.0,1.5,0.4,3.0,4.2,14.0,0.385,0.406,0.34299999999999997,0.442,0.654,0.452,2013,PG,5,Perimeter Scorer
Austin Rivers,113,2013-14,99.0,21.3,-0.7,0.6,11.6,21.0,NOP,NBA,69.0,4.0,1339.0,7.5,18.4,6.1,14.6,1.4,3.9,4.3,6.7,1.0,4.0,5.0,6.2,1.8,0.4,3.0,5.2,20.6,0.405,0.41600000000000004,0.364,0.44299999999999995,0.636,0.48200000000000004,2013,PG,1,3&D
Brian Roberts,114,2013-14,108.0,20.0,-0.4,2.2,13.4,28.0,NOP,NBA,72.0,42.0,1667.0,7.6,18.1,5.6,12.6,2.0,5.6,3.9,4.2,0.5,3.7,4.2,7.3,1.3,0.2,3.0,4.1,21.1,0.42,0.447,0.36,0.475,0.94,0.529,2013,PG,1,3&D
Nate Robinson,110,2013-14,109.0,23.5,0.4,1.8,15.6,29.0,DEN,NBA,44.0,1.0,866.0,9.3,21.6,6.0,12.9,3.3,8.7,4.0,4.8,1.2,3.4,4.6,6.3,2.0,0.2,3.3,5.2,25.8,0.428,0.46299999999999997,0.377,0.504,0.835,0.544,2013,PG,7,Elite Wing
Thomas Robinson,104,2013-14,102.0,19.7,-0.3,1.6,14.1,22.0,POR,NBA,70.0,0.0,873.0,8.2,17.0,8.2,16.9,0.0,0.1,3.3,5.9,6.1,11.7,17.8,2.0,1.3,1.2,3.3,7.6,19.6,0.48100000000000004,0.483,0.0,0.48100000000000004,0.564,0.502,2013,PF,3,Backup Inside Big
Rajon Rondo,107,2013-14,99.0,21.3,0.5,1.1,15.3,27.0,BOS,NBA,30.0,30.0,998.0,7.3,18.0,5.9,13.4,1.3,4.6,2.2,3.5,1.1,7.3,8.5,15.2,2.1,0.1,5.1,3.4,18.0,0.40299999999999997,0.442,0.289,0.44,0.627,0.461,2013,PG,2,Do It All
Terrence Ross,107,2013-14,107.0,18.6,1.0,4.2,12.0,22.0,TOR,NBA,81.0,62.0,2159.0,7.7,18.2,3.8,8.3,3.9,9.9,2.0,2.4,1.0,5.1,6.1,1.9,1.5,0.7,2.1,4.4,21.3,0.423,0.45799999999999996,0.395,0.531,0.8370000000000001,0.5529999999999999,2013,SG,7,Elite Wing
Ricky Rubio,104,2013-14,106.0,16.4,2.3,5.9,15.4,23.0,MIN,NBA,82.0,82.0,2638.0,4.8,12.5,3.9,10.0,0.8,2.5,4.2,5.3,1.1,5.3,6.4,13.2,3.6,0.2,4.1,4.1,14.6,0.381,0.39299999999999996,0.331,0.413,0.802,0.491,2013,PG,8,All Star
Brandon Rush,114,2013-14,83.0,12.3,-0.4,-0.4,4.1,28.0,UTA,NBA,38.0,0.0,418.0,3.8,11.3,1.8,5.4,2.0,5.9,0.4,0.6,0.6,4.9,5.5,3.0,0.6,1.1,2.5,3.9,9.9,0.33299999999999996,0.326,0.34,0.42200000000000004,0.6,0.428,2013,SG,5,Perimeter Scorer
Robert Sacre,110,2013-14,105.0,15.5,-0.1,1.4,12.1,24.0,LAL,NBA,65.0,13.0,1089.0,6.4,13.4,6.4,13.4,0.0,0.0,2.9,4.2,3.7,7.7,11.3,2.3,1.1,2.1,2.0,6.0,15.6,0.47700000000000004,0.47700000000000004,0.0,0.47700000000000004,0.6809999999999999,0.513,2013,C,3,Backup Inside Big
John Salmons,108,2013-14,100.0,12.8,0.0,1.7,7.8,34.0,TOT,NBA,78.0,8.0,1726.0,4.5,12.4,2.6,7.5,1.9,4.9,1.2,1.6,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,0.363,0.348,0.387,0.439,0.769,0.462,2013,SG-SF,5,Perimeter Scorer
John Salmons,108,2013-14,100.0,12.8,0.0,1.7,7.8,34.0,TOT,NBA,78.0,8.0,1726.0,4.5,12.4,2.6,7.5,1.9,4.9,1.2,1.6,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,0.363,0.348,0.387,0.439,0.769,0.462,2013,SF,5,Perimeter Scorer
John Salmons,108,2013-14,100.0,12.8,0.0,1.7,7.8,34.0,TOT,NBA,78.0,8.0,1726.0,4.5,12.4,2.6,7.5,1.9,4.9,1.2,1.6,0.6,4.3,4.9,4.4,1.4,0.6,1.6,3.7,12.1,0.363,0.348,0.387,0.439,0.769,0.462,2013,SG,5,Perimeter Scorer
Larry Sanders,107,2013-14,100.0,16.4,0.0,0.7,14.0,25.0,MIL,NBA,23.0,20.0,584.0,6.8,14.5,6.8,14.4,0.0,0.1,2.3,4.9,5.4,9.4,14.8,1.7,1.6,3.6,2.3,6.6,15.9,0.469,0.47200000000000003,0.0,0.469,0.473,0.478,2013,C,3,Backup Inside Big
Dennis Schröder,110,2013-14,83.0,19.0,-1.0,-0.7,5.8,20.0,ATL,NBA,49.0,0.0,641.0,5.7,14.9,4.9,11.6,0.8,3.3,2.3,3.4,0.4,4.4,4.7,7.4,1.3,0.0,4.8,4.3,14.5,0.38299999999999995,0.425,0.23800000000000002,0.41,0.674,0.442,2013,PG,5,Perimeter Scorer
Luis Scola,99,2013-14,96.0,23.8,-0.6,2.5,13.4,33.0,IND,NBA,82.0,2.0,1399.0,9.8,20.8,9.7,20.5,0.0,0.3,3.7,5.0,3.2,11.3,14.5,3.0,1.0,0.6,4.0,6.1,23.2,0.47,0.474,0.14300000000000002,0.47100000000000003,0.728,0.505,2013,PF,3,Backup Inside Big
Mike Scott,108,2013-14,105.0,23.5,-0.4,2.6,15.3,25.0,ATL,NBA,80.0,6.0,1482.0,10.3,21.5,8.2,14.6,2.1,6.8,3.5,4.5,2.1,7.6,9.7,2.6,1.0,0.2,2.7,4.1,26.3,0.479,0.5579999999999999,0.31,0.529,0.78,0.5589999999999999,2013,PF,2,Do It All
Thabo Sefolosha,104,2013-14,106.0,11.9,1.1,3.0,10.4,29.0,OKC,NBA,61.0,61.0,1584.0,4.5,10.8,3.0,6.0,1.5,4.8,1.7,2.2,1.6,5.4,7.0,3.0,2.5,0.5,1.7,2.9,12.2,0.415,0.495,0.316,0.485,0.768,0.517,2013,SG,1,3&D
Kevin Séraphin,106,2013-14,100.0,21.5,-0.5,0.8,12.5,24.0,WAS,NBA,53.0,1.0,578.0,9.9,19.6,9.9,19.6,0.0,0.0,2.4,2.8,4.7,6.7,11.4,1.5,0.3,2.3,3.7,9.2,22.2,0.505,0.505,0.0,0.505,0.871,0.5329999999999999,2013,C,3,Backup Inside Big
Ramon Sessions,111,2013-14,108.0,22.7,-0.1,4.3,16.0,27.0,TOT,NBA,83.0,19.0,2214.0,7.8,18.1,6.9,15.2,0.8,2.9,7.7,9.5,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,0.429,0.457,0.282,0.452,0.807,0.539,2013,PG,2,Do It All
Ramon Sessions,111,2013-14,108.0,22.7,-0.1,4.3,16.0,27.0,TOT,NBA,83.0,19.0,2214.0,7.8,18.1,6.9,15.2,0.8,2.9,7.7,9.5,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,0.429,0.457,0.282,0.452,0.807,0.539,2013,PG,2,Do It All
Ramon Sessions,111,2013-14,108.0,22.7,-0.1,4.3,16.0,27.0,TOT,NBA,83.0,19.0,2214.0,7.8,18.1,6.9,15.2,0.8,2.9,7.7,9.5,0.9,3.9,4.8,8.0,1.2,0.2,3.5,2.1,24.0,0.429,0.457,0.282,0.452,0.807,0.539,2013,PG,2,Do It All
Iman Shumpert,108,2013-14,100.0,14.1,0.9,2.0,9.6,23.0,NYK,NBA,74.0,58.0,1962.0,5.0,13.1,2.9,6.9,2.1,6.2,1.4,1.9,2.2,6.2,8.3,3.5,2.5,0.4,2.1,5.7,13.4,0.37799999999999995,0.418,0.33299999999999996,0.457,0.746,0.48,2013,SG,1,3&D
Alexey Shved,107,2013-14,93.0,20.8,-0.2,0.2,10.2,25.0,MIN,NBA,63.0,0.0,664.0,5.6,17.6,3.4,10.0,2.2,7.6,5.1,6.7,1.6,4.5,6.0,5.1,1.9,1.2,3.6,2.7,18.6,0.321,0.341,0.294,0.384,0.7559999999999999,0.452,2013,SG,5,Perimeter Scorer
Henry Sims,109,2013-14,113.0,18.0,0.2,2.1,16.1,23.0,TOT,NBA,46.0,25.0,875.0,7.3,15.3,7.3,15.3,0.0,0.1,5.0,6.8,5.8,7.4,13.3,2.9,1.6,1.1,2.3,6.5,19.6,0.474,0.47600000000000003,0.0,0.474,0.7440000000000001,0.535,2013,C,9,
Henry Sims,109,2013-14,113.0,18.0,0.2,2.1,16.1,23.0,TOT,NBA,46.0,25.0,875.0,7.3,15.3,7.3,15.3,0.0,0.1,5.0,6.8,5.8,7.4,13.3,2.9,1.6,1.1,2.3,6.5,19.6,0.474,0.47600000000000003,0.0,0.474,0.7440000000000001,0.535,2013,C,9,
Henry Sims,109,2013-14,113.0,18.0,0.2,2.1,16.1,23.0,TOT,NBA,46.0,25.0,875.0,7.3,15.3,7.3,15.3,0.0,0.1,5.0,6.8,5.8,7.4,13.3,2.9,1.6,1.1,2.3,6.5,19.6,0.474,0.47600000000000003,0.0,0.474,0.7440000000000001,0.535,2013,C,9,
Kyle Singler,113,2013-14,117.0,14.0,1.1,4.4,11.8,25.0,DET,NBA,82.0,36.0,2337.0,5.8,13.0,3.8,7.7,2.0,5.3,3.3,4.0,2.5,4.0,6.6,1.6,1.3,0.8,1.7,4.6,17.0,0.447,0.4920000000000001,0.382,0.525,0.826,0.574,2013,SF,7,Elite Wing
Ish Smith,107,2013-14,98.0,15.9,-0.1,1.0,11.7,25.0,PHO,NBA,70.0,1.0,1006.0,5.9,14.0,5.9,12.9,0.0,1.1,1.1,1.9,1.5,4.9,6.4,8.9,2.4,0.6,3.2,3.3,13.0,0.423,0.457,0.043,0.425,0.564,0.43799999999999994,2013,PG,3,Backup Inside Big
